default.payment.next.month,actual,predicted,probability
0,0,1,0.61236167
0,0,1,0.6595413
0,0,0,0.1198528
0,0,0,0.12202469
0,0,0,0.1171653
0,0,0,0.13156098
0,0,0,0.0668538
0,0,0,0.22083957
0,0,0,0.29422185
0,0,0,0.13545951
0,0,0,0.095514305
0,0,0,0.08576018
0,0,0,0.052897323
1,1,1,0.7536872
0,0,0,0.15211484
0,0,0,0.09542937
1,1,0,0.10914458
1,1,0,0.10669018
1,1,0,0.17056537
0,0,0,0.16967808
1,1,1,0.53829914
1,1,1,0.75667864
0,0,0,0.034820918
1,1,0,0.34293786
0,0,0,0.13107024
1,1,1,0.75921345
0,0,0,0.14615387
0,0,0,0.07776073
0,0,0,0.08509895
0,0,0,0.18076776
0,0,0,0.12209349
0,0,0,0.047555204
0,0,0,0.11065985
0,0,0,0.1590283
0,0,0,0.40839642
0,0,0,0.05751929
0,0,0,0.15683338
0,0,0,0.123178445
0,0,0,0.14844121
0,0,0,0.15725805
0,0,0,0.08060086
0,0,0,0.111723974
0,0,0,0.22539522
0,0,0,0.10267758
0,0,0,0.060776584
0,0,0,0.13975376
0,0,0,0.03341632
1,1,0,0.2766278
0,0,0,0.230408
0,0,0,0.39984915
0,0,0,0.068534054
0,0,0,0.06856864
0,0,0,0.1821314
0,0,0,0.0685832
1,1,1,0.76353836
0,0,0,0.0955832
0,0,0,0.04665405
0,0,0,0.120888114
1,1,0,0.11239761
0,0,0,0.102217704
0,0,0,0.14241423
0,0,0,0.14953998
0,0,0,0.09009737
0,0,0,0.10497037
0,0,0,0.10779468
0,0,0,0.1424733
0,0,0,0.14008668
0,0,0,0.12595102
0,0,0,0.16878691
0,0,0,0.08285851
0,0,0,0.14924334
0,0,0,0.16146876
0,0,0,0.12755337
0,0,0,0.14024734
1,1,0,0.15533803
0,0,0,0.037603345
0,0,0,0.12602678
1,1,1,0.8609534
1,1,1,0.8696246
1,1,1,0.76844305
0,0,0,0.07281403
0,0,0,0.040252723
0,0,0,0.11539109
0,0,0,0.10247244
0,0,0,0.38034135
0,0,0,0.0917603
1,1,0,0.27331105
0,0,0,0.18983099
0,0,0,0.2454497
0,0,0,0.05554904
1,1,1,0.68911386
0,0,0,0.1425989
0,0,0,0.031889666
0,0,0,0.14395459
0,0,0,0.30297542
1,1,1,0.5975821
0,0,0,0.094561316
0,0,0,0.10761237
0,0,0,0.20524792
1,1,0,0.3349218
1,1,1,0.7738459
0,0,0,0.24538316
0,0,0,0.21705541
0,0,0,0.11611183
1,1,1,0.53720766
0,0,0,0.05457462
1,1,1,0.73634535
0,0,0,0.3931303
0,0,0,0.28583673
0,0,0,0.14945854
0,0,0,0.0735976
1,1,0,0.4326914
0,0,0,0.10994765
0,0,0,0.12679712
0,0,0,0.1325839
0,0,0,0.14993034
0,0,0,0.32337958
0,0,0,0.1989785
1,1,1,0.6592662
0,0,0,0.14504899
1,1,1,0.76633215
1,1,0,0.29355502
0,0,0,0.35907096
0,0,0,0.1604347
0,0,0,0.14413546
0,0,0,0.21318465
1,1,1,0.75950766
0,0,0,0.18360761
1,1,1,0.64821684
0,0,1,0.75214565
0,0,0,0.14533767
0,0,0,0.07633851
0,0,0,0.15634945
0,0,0,0.1211603
0,0,0,0.05252968
0,0,1,0.7290752
0,0,0,0.10940089
1,1,1,0.85502887
0,0,0,0.088446245
0,0,0,0.098096594
0,0,0,0.25875628
1,1,0,0.19121921
1,1,1,0.70813787
1,1,0,0.17962722
1,1,0,0.1490501
0,0,0,0.4165428
0,0,0,0.26332286
0,0,0,0.07666368
1,1,0,0.09350032
0,0,0,0.07933755
1,1,0,0.3230446
0,0,0,0.12139738
0,0,0,0.15396883
1,1,1,0.6983348
1,1,0,0.25638574
0,0,0,0.07907738
0,0,0,0.2741702
0,0,0,0.15134634
0,0,0,0.10108995
0,0,0,0.10549829
0,0,1,0.71085507
1,1,1,0.67463404
0,0,0,0.093913764
0,0,0,0.055965323
0,0,0,0.09992567
0,0,0,0.073750556
1,1,0,0.13370486
0,0,0,0.15319367
0,0,0,0.12989962
1,1,0,0.24684082
1,1,0,0.18908778
0,0,1,0.72011095
0,0,0,0.14965813
0,0,0,0.10390229
1,1,1,0.5837719
0,0,0,0.11897228
0,0,0,0.103109464
0,0,0,0.23060563
0,0,0,0.051780064
1,1,0,0.3714354
0,0,0,0.10958207
0,0,0,0.13757221
0,0,0,0.15490286
0,0,0,0.14145036
1,1,0,0.2312988
0,0,0,0.069905944
0,0,0,0.0985516
0,0,0,0.06670385
0,0,0,0.23232909
0,0,0,0.10214686
0,0,0,0.14250986
0,0,0,0.2521253
1,1,1,0.63896537
1,1,0,0.49945903
0,0,0,0.25175363
1,1,1,0.61430424
0,0,0,0.07221527
0,0,0,0.16059114
0,0,0,0.17653473
1,1,1,0.7481414
0,0,0,0.1771882
1,1,1,0.8541237
0,0,0,0.15394263
0,0,0,0.07606915
0,0,0,0.07382366
0,0,0,0.13450648
0,0,0,0.047070574
1,1,0,0.14834552
0,0,0,0.10774087
1,1,1,0.63665205
1,1,0,0.09140967
0,0,0,0.08419468
0,0,0,0.415789
0,0,0,0.09670474
0,0,0,0.098273695
0,0,0,0.41659713
0,0,0,0.20416074
1,1,0,0.17069975
0,0,0,0.13172188
0,0,0,0.0914064
1,1,0,0.40881896
0,0,0,0.4317152
0,0,0,0.08623952
1,1,0,0.30588987
0,0,0,0.107081905
0,0,0,0.22772759
0,0,0,0.074220575
0,0,0,0.13482845
0,0,0,0.12720758
0,0,0,0.10059963
0,0,0,0.124695525
0,0,0,0.15825918
0,0,0,0.2561948
0,0,0,0.17118621
0,0,0,0.09644104
0,0,0,0.19587985
0,0,0,0.1345523
0,0,0,0.06010587
0,0,0,0.10069714
0,0,0,0.15568855
0,0,1,0.673513
0,0,0,0.21346758
0,0,0,0.121060915
0,0,0,0.19698112
0,0,0,0.061530747
0,0,0,0.13762462
0,0,0,0.14768454
0,0,0,0.15158293
0,0,0,0.2088521
0,0,0,0.18027425
0,0,0,0.12271947
0,0,0,0.17299281
0,0,1,0.70392376
0,0,0,0.14826392
0,0,0,0.161112
1,1,1,0.68047273
0,0,0,0.14619656
0,0,0,0.046268295
0,0,0,0.12522332
0,0,0,0.07568555
0,0,0,0.29110602
0,0,0,0.32253587
1,1,0,0.17388551
0,0,0,0.087655164
0,0,0,0.13904935
0,0,0,0.16843091
0,0,0,0.07690726
1,1,1,0.54676497
0,0,1,0.6042633
0,0,0,0.12372549
0,0,0,0.10490738
0,0,0,0.09739084
0,0,0,0.093711205
0,0,0,0.14280717
0,0,0,0.112959996
0,0,0,0.10248599
0,0,0,0.13244997
0,0,0,0.15220018
0,0,0,0.21443474
0,0,0,0.12358556
0,0,0,0.19051914
1,1,0,0.48233864
0,0,0,0.042017423
0,0,0,0.08343689
1,1,1,0.6311456
0,0,0,0.18440916
1,1,0,0.10467352
0,0,0,0.14948219
0,0,0,0.2192391
1,1,1,0.70794755
0,0,0,0.049558774
0,0,0,0.13455084
0,0,0,0.09611419
1,1,0,0.2342614
0,0,0,0.053729583
0,0,0,0.20465119
0,0,0,0.11205959
1,1,0,0.23283496
0,0,0,0.15266393
0,0,0,0.33831063
0,0,0,0.10359162
1,1,1,0.67507637
0,0,0,0.29526305
0,0,0,0.21111238
0,0,0,0.10089153
0,0,0,0.12274259
0,0,0,0.36997104
1,1,0,0.1291527
0,0,0,0.29114345
1,1,1,0.6902741
0,0,0,0.12401257
0,0,0,0.14725222
0,0,0,0.058802463
0,0,0,0.110341124
0,0,0,0.12263582
1,1,0,0.14642498
0,0,0,0.10571349
0,0,0,0.13684793
0,0,0,0.13551877
0,0,0,0.22255842
0,0,0,0.07194824
0,0,0,0.32697922
1,1,1,0.7579293
0,0,0,0.2655261
0,0,0,0.10571935
1,1,0,0.22022444
0,0,0,0.1561627
1,1,0,0.32794553
0,0,0,0.35000485
1,1,0,0.3439539
1,1,1,0.74573886
0,0,0,0.045394305
0,0,0,0.12433292
0,0,0,0.1583179
0,0,0,0.116675355
0,0,0,0.08213549
0,0,0,0.23211342
0,0,0,0.129545
1,1,1,0.76844543
0,0,0,0.37887564
0,0,0,0.048410866
1,1,1,0.72844344
0,0,0,0.13505833
1,1,0,0.30742964
0,0,0,0.10335905
0,0,0,0.1371527
0,0,0,0.38407928
0,0,0,0.28583673
0,0,0,0.17983958
0,0,0,0.19249594
0,0,0,0.05678804
0,0,0,0.13416065
0,0,1,0.50031865
0,0,0,0.21650198
0,0,0,0.3581775
1,1,1,0.61951625
0,0,0,0.28583673
0,0,0,0.3157615
0,0,0,0.37754858
0,0,0,0.29457903
1,1,1,0.62845117
0,0,0,0.10332972
0,0,0,0.092272095
0,0,0,0.18946436
0,0,0,0.28353173
1,1,1,0.7837201
0,0,0,0.22828609
0,0,0,0.064695284
0,0,0,0.17290026
0,0,0,0.09680283
0,0,0,0.10159225
0,0,1,0.6903851
0,0,0,0.12494187
0,0,0,0.35321996
0,0,0,0.17031913
0,0,0,0.3056053
0,0,0,0.44814456
0,0,0,0.2864707
0,0,0,0.13122115
0,0,0,0.15688257
0,0,0,0.05091904
1,1,1,0.655252
0,0,0,0.2379362
1,1,1,0.6305527
0,0,0,0.20588312
0,0,0,0.118692085
0,0,0,0.18560815
1,1,1,0.8203411
0,0,0,0.26949167
0,0,0,0.060904376
0,0,0,0.15768884
1,1,0,0.1761696
0,0,0,0.24739426
0,0,0,0.16950126
0,0,0,0.29621732
1,1,0,0.3134621
0,0,0,0.23706284
0,0,0,0.06175593
0,0,0,0.16427518
0,0,0,0.36683172
0,0,0,0.24768221
1,1,0,0.0988305
0,0,0,0.06751107
0,0,0,0.2889344
0,0,0,0.117846735
0,0,0,0.09219143
1,1,0,0.06971457
0,0,0,0.15167227
1,1,0,0.38953915
1,1,0,0.1067798
0,0,1,0.6610102
0,0,0,0.13060568
0,0,0,0.065437935
1,1,0,0.02630977
0,0,0,0.12451042
0,0,0,0.103015676
1,1,0,0.15979877
0,0,0,0.12273169
1,1,1,0.7657494
0,0,0,0.15506594
0,0,0,0.08500153
0,0,0,0.13032213
0,0,0,0.111586444
1,1,0,0.29357383
0,0,0,0.06354487
0,0,0,0.08689653
0,0,0,0.11782477
0,0,0,0.06671701
0,0,0,0.23391233
0,0,0,0.18862882
1,1,0,0.09688722
0,0,0,0.1405656
0,0,0,0.11084915
1,1,1,0.68616784
0,0,0,0.070982754
0,0,0,0.086207464
0,0,0,0.09249432
0,0,0,0.21786849
0,0,0,0.14987028
0,0,0,0.11116888
1,1,0,0.08001467
1,1,1,0.67024964
0,0,0,0.09981587
0,0,0,0.10109645
0,0,0,0.08949566
0,0,0,0.1486854
0,0,0,0.1576738
0,0,0,0.109579064
1,1,0,0.38341284
0,0,0,0.28721708
1,1,1,0.69774073
0,0,0,0.12850714
0,0,0,0.33234793
0,0,0,0.17483611
0,0,0,0.16241771
0,0,0,0.22252786
0,0,0,0.20118237
0,0,0,0.11044002
0,0,0,0.23724142
0,0,0,0.10911741
0,0,0,0.14070433
0,0,1,0.6088704
1,1,1,0.6351635
0,0,0,0.06887491
0,0,0,0.24228835
0,0,0,0.18810867
1,1,0,0.1111497
0,0,0,0.12899193
0,0,0,0.22256367
0,0,0,0.0810917
0,0,0,0.17887613
0,0,0,0.09846642
0,0,0,0.1786574
0,0,0,0.17673606
0,0,0,0.13433282
0,0,0,0.14850426
0,0,0,0.22717348
0,0,0,0.14768837
0,0,0,0.34363046
1,1,1,0.7578504
1,1,1,0.6502611
0,0,0,0.12713605
0,0,0,0.32495394
0,0,0,0.06480659
0,0,0,0.20413613
0,0,0,0.39568973
0,0,0,0.15927018
0,0,0,0.15428565
1,1,0,0.4569315
0,0,0,0.054520287
0,0,0,0.123755045
1,1,0,0.15321954
0,0,0,0.1538622
1,1,0,0.1301791
0,0,0,0.17551798
0,0,0,0.09755838
0,0,0,0.3609198
0,0,0,0.06933846
0,0,0,0.17974976
0,0,0,0.12958433
0,0,0,0.10528876
0,0,0,0.11927089
0,0,0,0.086082056
1,1,1,0.6829569
0,0,0,0.14177346
0,0,0,0.16053878
0,0,0,0.21399678
0,0,0,0.088690564
0,0,0,0.08620675
0,0,0,0.11343018
0,0,0,0.19480297
1,1,0,0.4354802
0,0,0,0.077781044
0,0,0,0.13069442
0,0,1,0.71150464
1,1,0,0.3241276
0,0,0,0.40826175
0,0,0,0.11161913
0,0,0,0.393624
0,0,0,0.085591346
1,1,1,0.7683156
1,1,0,0.22934066
0,0,0,0.2974916
0,0,0,0.17326772
1,1,0,0.08888449
0,0,0,0.16088384
1,1,1,0.6318689
1,1,1,0.78271294
0,0,1,0.776817
1,1,0,0.08718124
0,0,0,0.1318768
0,0,0,0.20843288
1,1,0,0.14130077
0,0,0,0.10551465
0,0,0,0.15620877
0,0,0,0.45488757
0,0,0,0.13948755
1,1,1,0.75952905
1,1,0,0.2081393
1,1,0,0.13184084
1,1,0,0.11313186
0,0,0,0.14757356
0,0,0,0.20754412
1,1,0,0.116459906
0,0,0,0.24520889
0,0,0,0.13587059
0,0,0,0.1709663
0,0,1,0.77036273
1,1,1,0.5228848
0,0,0,0.16313125
0,0,0,0.124534674
0,0,0,0.16025561
0,0,0,0.10581762
0,0,0,0.24216507
1,1,1,0.7741455
0,0,0,0.1940674
0,0,0,0.17639005
0,0,0,0.042634197
0,0,0,0.131958
0,0,0,0.15619662
0,0,0,0.11086269
0,0,0,0.11923642
0,0,0,0.10745013
0,0,0,0.07382481
1,1,0,0.28583673
0,0,0,0.11520861
1,1,0,0.16723001
1,1,0,0.07876964
0,0,0,0.15354007
0,0,0,0.0762115
0,0,0,0.14195178
0,0,0,0.11261448
0,0,0,0.18940674
0,0,0,0.11255291
1,1,0,0.23418754
0,0,0,0.13686107
0,0,0,0.32803997
0,0,0,0.07264116
1,1,0,0.3329088
0,0,0,0.13074455
1,1,1,0.7947755
0,0,0,0.10386296
0,0,0,0.07699952
0,0,0,0.1482472
1,1,1,0.6179113
1,1,1,0.70135087
0,0,0,0.13533561
0,0,0,0.14195374
0,0,0,0.29357383
0,0,0,0.10540867
0,0,0,0.12200516
0,0,0,0.14649816
0,0,0,0.18943088
0,0,0,0.3164996
0,0,0,0.22009598
0,0,0,0.1474011
1,1,0,0.2850552
1,1,0,0.32807556
0,0,0,0.11855548
0,0,0,0.09212714
1,1,0,0.21368273
0,0,1,0.5569179
1,1,0,0.13162841
0,0,0,0.14773148
0,0,0,0.1496829
1,1,1,0.74390477
1,1,0,0.084599875
0,0,0,0.09963427
1,1,0,0.123751044
1,1,0,0.18823661
0,0,0,0.15998723
0,0,0,0.10589943
0,0,0,0.12867439
0,0,0,0.2074907
0,0,0,0.039837215
1,1,1,0.67632806
0,0,0,0.13295536
0,0,0,0.08788066
0,0,0,0.1310834
0,0,0,0.18401511
0,0,0,0.11257147
0,0,0,0.13838673
0,0,0,0.042558298
0,0,1,0.78806305
0,0,0,0.10513499
0,0,0,0.14186445
0,0,0,0.32868353
0,0,0,0.12514307
0,0,0,0.12455183
0,0,0,0.08094258
0,0,0,0.17274904
0,0,0,0.22151172
1,1,0,0.3226886
0,0,0,0.20923692
0,0,0,0.04033192
0,0,0,0.13390388
0,0,0,0.11945677
0,0,0,0.111737266
1,1,1,0.58458424
1,1,1,0.5926391
0,0,0,0.29615122
0,0,0,0.20711142
0,0,0,0.13818552
1,1,1,0.7731482
0,0,0,0.23461112
0,0,0,0.09278864
0,0,0,0.19291113
0,0,0,0.12745616
0,0,0,0.13283838
0,0,0,0.16845503
0,0,0,0.049367175
0,0,0,0.16288204
0,0,0,0.043477293
0,0,0,0.09039445
0,0,0,0.13261582
0,0,0,0.094196655
1,1,1,0.7546744
1,1,1,0.75765544
0,0,0,0.15220018
0,0,0,0.27170375
0,0,0,0.12729087
0,0,0,0.209372
0,0,0,0.06834074
0,0,1,0.7279446
0,0,0,0.1943258
1,1,0,0.31738126
0,0,0,0.21511123
1,1,0,0.084916785
0,0,0,0.11392696
0,0,0,0.10911143
1,1,0,0.38745517
1,1,0,0.13090502
0,0,0,0.14053482
1,1,0,0.12041055
1,1,0,0.34539732
0,0,0,0.07203833
0,0,0,0.23605396
0,0,0,0.18026626
0,0,0,0.069213375
0,0,0,0.42666188
0,0,0,0.30026096
1,1,1,0.69422543
0,0,0,0.11105913
0,0,0,0.08218732
0,0,0,0.101902
0,0,0,0.20693588
1,1,0,0.22102058
1,1,1,0.75370944
0,0,0,0.17364718
0,0,0,0.15696573
0,0,0,0.04419471
0,0,0,0.08989454
0,0,0,0.14707856
1,1,0,0.16498251
0,0,0,0.30911037
0,0,0,0.23887278
0,0,0,0.10255466
0,0,0,0.19789138
0,0,0,0.040980976
0,0,0,0.17606175
0,0,0,0.13701595
1,1,0,0.2919229
0,0,0,0.39145014
0,0,0,0.24212264
0,0,0,0.08911193
0,0,0,0.09680995
0,0,0,0.048607606
0,0,0,0.13848071
0,0,0,0.070075534
1,1,0,0.3024067
1,1,1,0.63870966
1,1,0,0.29279974
0,0,0,0.13844918
0,0,0,0.41904405
0,0,1,0.6541526
0,0,0,0.11361987
0,0,0,0.1315911
0,0,0,0.21499608
0,0,1,0.5713691
1,1,1,0.735103
0,0,0,0.22748981
1,1,0,0.19227615
0,0,0,0.19443123
0,0,0,0.084627986
0,0,0,0.14451729
0,0,0,0.10556398
1,1,0,0.3107263
0,0,0,0.14104393
0,0,0,0.03780419
0,0,0,0.058644522
0,0,0,0.22461225
0,0,0,0.14218532
0,0,0,0.17299126
1,1,1,0.7917274
0,0,0,0.11135595
0,0,0,0.18055373
0,0,0,0.09584724
0,0,0,0.09157603
0,0,0,0.06325605
1,1,1,0.52510625
0,0,0,0.120893575
0,0,0,0.24838614
0,0,0,0.09240822
1,1,0,0.3083762
0,0,1,0.6699157
0,0,0,0.094883755
0,0,0,0.11861741
0,0,0,0.0459834
1,1,0,0.4960677
1,1,0,0.39383218
1,1,1,0.6124539
1,1,0,0.3455713
0,0,0,0.121768154
0,0,0,0.08636896
0,0,0,0.1541736
0,0,0,0.09644054
0,0,0,0.05556474
0,0,0,0.05130996
0,0,0,0.10565832
0,0,0,0.08443989
0,0,0,0.12878935
0,0,0,0.04784161
0,0,0,0.25213948
0,0,0,0.070433795
0,0,0,0.3271735
0,0,0,0.18645212
0,0,0,0.1770345
0,0,0,0.06147776
0,0,0,0.0962256
1,1,0,0.12799777
0,0,0,0.12634836
0,0,0,0.3026211
1,1,0,0.11202306
1,1,0,0.25916186
0,0,0,0.2157915
0,0,0,0.098490186
0,0,0,0.10927337
0,0,0,0.12434637
1,1,1,0.71453905
0,0,0,0.1084908
0,0,0,0.12487445
0,0,0,0.102308065
0,0,0,0.22934066
0,0,0,0.23599881
0,0,0,0.099978775
0,0,0,0.21427849
1,1,0,0.15105024
0,0,0,0.15576167
0,0,0,0.06599041
0,0,0,0.09312697
0,0,0,0.15182371
1,1,0,0.061752044
1,1,0,0.40065214
0,0,0,0.13591379
0,0,0,0.072926424
0,0,0,0.1106588
0,0,0,0.064514555
0,0,0,0.082956105
0,0,0,0.11696638
1,1,1,0.57946044
0,0,0,0.15184547
1,1,0,0.11281872
0,0,0,0.13637693
0,0,0,0.0822515
0,0,0,0.13686775
0,0,0,0.03788645
1,1,0,0.17337939
1,1,1,0.66959953
0,0,0,0.23563868
1,1,0,0.4153819
1,1,0,0.20432922
0,0,0,0.121490024
0,0,0,0.2189041
0,0,0,0.12452706
1,1,0,0.22713485
1,1,0,0.2924976
1,1,0,0.15847926
0,0,0,0.32792392
0,0,0,0.13377307
0,0,0,0.0951537
0,0,0,0.09749958
0,0,0,0.19325854
0,0,0,0.34031007
0,0,0,0.32242733
0,0,0,0.055707302
0,0,0,0.11214329
1,1,0,0.06651857
1,1,0,0.13950366
0,0,0,0.09232029
0,0,0,0.07871588
1,1,1,0.6772779
0,0,0,0.06652174
1,1,0,0.091056466
0,0,0,0.12602548
0,0,1,0.540273
0,0,0,0.13432485
0,0,0,0.10878675
1,1,0,0.089641266
0,0,0,0.058150526
0,0,0,0.06806898
0,0,0,0.08099511
0,0,0,0.13195693
0,0,0,0.12925352
0,0,0,0.08226647
1,1,0,0.19244955
0,0,0,0.13606541
0,0,0,0.14961946
0,0,0,0.03222579
0,0,0,0.1656577
1,1,0,0.21066505
0,0,0,0.07465131
0,0,1,0.8706341
0,0,0,0.2475873
1,1,0,0.18511531
1,1,1,0.682294
1,1,1,0.7822564
0,0,0,0.10097392
1,1,0,0.33887511
0,0,1,0.7880876
0,0,0,0.104832
0,0,0,0.44151646
0,0,0,0.13630047
0,0,0,0.14896448
0,0,1,0.6919407
0,0,0,0.07003773
1,1,0,0.1585904
0,0,0,0.07109088
1,1,1,0.6696736
0,0,0,0.19097145
0,0,0,0.121013455
0,0,0,0.17353103
0,0,0,0.21384011
0,0,0,0.09428041
0,0,1,0.6954693
1,1,0,0.433996
0,0,0,0.08490802
0,0,0,0.072024114
0,0,0,0.13001624
0,0,0,0.08484201
1,1,0,0.10290934
0,0,0,0.056446284
1,1,0,0.15710746
0,0,0,0.24538316
1,1,0,0.16517787
0,0,0,0.1619355
0,0,0,0.14433146
0,0,0,0.07202853
0,0,0,0.09693127
1,1,0,0.08085012
0,0,0,0.13996825
1,1,0,0.11687146
0,0,0,0.08327534
0,0,0,0.094232
0,0,0,0.05120393
1,1,1,0.7870387
0,0,0,0.24538316
0,0,0,0.15124369
0,0,0,0.14567989
0,0,0,0.040780474
0,0,0,0.12839948
0,0,0,0.10782567
0,0,0,0.059344158
0,0,0,0.053933486
1,1,0,0.31724188
1,1,1,0.6852953
0,0,0,0.13455603
0,0,0,0.18329325
0,0,0,0.085274145
1,1,0,0.12490607
0,0,0,0.19568923
0,0,0,0.4381964
0,0,1,0.6569528
1,1,0,0.17323266
0,0,0,0.29126495
0,0,0,0.09615782
1,1,1,0.6677707
0,0,0,0.19431452
1,1,1,0.6441282
0,0,1,0.7654801
0,0,1,0.5334298
0,0,0,0.115324765
0,0,0,0.09002482
0,0,0,0.06505293
0,0,0,0.16029142
1,1,0,0.31875896
1,1,0,0.14930092
0,0,0,0.13062266
0,0,0,0.15967491
1,1,1,0.7198746
0,0,0,0.32840648
0,0,0,0.1447396
0,0,0,0.3580061
1,1,1,0.68137145
0,0,0,0.21623991
0,0,0,0.16548596
0,0,0,0.11013031
0,0,0,0.16425323
1,1,0,0.118633166
1,1,1,0.68542814
0,0,0,0.17187552
0,0,0,0.07670116
0,0,0,0.16846173
0,0,0,0.18943787
0,0,0,0.09632004
0,0,0,0.10913744
0,0,0,0.13899255
1,1,0,0.245773
0,0,0,0.39906773
0,0,0,0.102816515
1,1,0,0.4808909
1,1,0,0.32726586
0,0,0,0.13453388
0,0,0,0.29875603
0,0,0,0.12112845
1,1,1,0.6731795
0,0,0,0.18917932
0,0,0,0.15520374
0,0,0,0.11969275
1,1,1,0.73430514
0,0,0,0.07035562
1,1,1,0.8476118
0,0,0,0.109221846
0,0,0,0.17965335
1,1,0,0.28969356
0,0,0,0.3403331
0,0,0,0.14249419
1,1,1,0.70921046
1,1,0,0.35041496
0,0,0,0.10744061
1,1,1,0.535242
1,1,0,0.2050038
0,0,0,0.04128302
1,1,1,0.79741204
0,0,0,0.13227911
0,0,0,0.19522783
1,1,1,0.8244172
0,0,0,0.13168912
0,0,0,0.15288849
0,0,0,0.15595673
0,0,0,0.16046946
0,0,0,0.23192063
0,0,0,0.35752043
0,0,0,0.13585085
0,0,0,0.09285684
0,0,0,0.24266562
0,0,0,0.08850266
0,0,1,0.50913924
1,1,0,0.13205673
1,1,0,0.2066086
0,0,0,0.30849501
1,1,1,0.5724178
1,1,1,0.6753721
0,0,0,0.21349244
0,0,0,0.10811362
1,1,0,0.12690023
0,0,0,0.087767474
0,0,0,0.044212367
0,0,0,0.26835328
0,0,0,0.03854787
0,0,0,0.14910676
0,0,0,0.18959549
0,0,0,0.2375481
1,1,1,0.6365366
1,1,1,0.7140546
0,0,0,0.07521396
0,0,0,0.12335255
1,1,0,0.18595657
0,0,0,0.14611135
0,0,0,0.48193872
0,0,0,0.19274375
0,0,0,0.08409653
0,0,1,0.75932753
0,0,1,0.5769732
0,0,0,0.30332795
0,0,0,0.107374735
0,0,0,0.15602711
1,1,0,0.16149305
0,0,0,0.18581812
1,1,1,0.787773
0,0,1,0.72570515
0,0,0,0.20783648
1,1,1,0.737257
0,0,0,0.23801024
0,0,0,0.10430346
0,0,0,0.11537967
1,1,0,0.35069427
0,0,1,0.63817096
0,0,0,0.11345903
0,0,0,0.11596885
0,0,0,0.18641692
0,0,0,0.2379322
0,0,0,0.09947273
0,0,0,0.12605043
0,0,0,0.05293963
0,0,0,0.07581856
0,0,0,0.1659605
1,1,0,0.23548882
1,1,0,0.064382136
1,1,0,0.1485471
0,0,0,0.3068003
1,1,0,0.35695612
0,0,1,0.6115429
1,1,1,0.7877463
0,0,0,0.44833988
1,1,0,0.3083914
0,0,0,0.07581529
1,1,1,0.79744625
1,1,0,0.17307633
0,0,0,0.30696216
0,0,0,0.13401742
0,0,0,0.2713179
0,0,0,0.08840537
0,0,0,0.100678
1,1,0,0.20811823
1,1,1,0.6598753
0,0,0,0.095853604
0,0,0,0.18738613
1,1,0,0.1737868
0,0,0,0.1397768
1,1,0,0.21952718
0,0,0,0.2317546
0,0,0,0.22888811
0,0,0,0.061495397
0,0,0,0.15363702
1,1,1,0.5813238
0,0,0,0.38984832
0,0,0,0.26736805
1,1,0,0.11408132
0,0,0,0.09346063
0,0,0,0.094417565
0,0,0,0.19543856
0,0,0,0.086003736
0,0,0,0.078520626
0,0,0,0.116193704
0,0,0,0.057239667
0,0,0,0.19974586
1,1,0,0.16773029
0,0,1,0.6374728
0,0,0,0.29324684
0,0,0,0.12168261
0,0,0,0.34031188
0,0,0,0.123717435
0,0,0,0.19564614
0,0,0,0.08562013
0,0,0,0.22509047
0,0,0,0.12805599
0,0,0,0.36035404
0,0,0,0.29357383
0,0,0,0.090762265
1,1,1,0.5238728
0,0,0,0.18570513
0,0,0,0.10270826
0,0,0,0.10007508
0,0,0,0.075758636
0,0,0,0.3114288
0,0,0,0.0816025
1,1,0,0.1665313
0,0,0,0.18485004
0,0,0,0.16334571
0,0,0,0.12077017
0,0,0,0.21399142
0,0,0,0.11951025
0,0,0,0.1710716
1,1,1,0.66020167
1,1,1,0.7576776
0,0,0,0.24942471
0,0,0,0.13347077
1,1,0,0.48415092
1,1,1,0.60565364
0,0,0,0.18472214
0,0,0,0.10361124
0,0,0,0.17359011
0,0,1,0.67523843
0,0,1,0.6316421
0,0,0,0.13845092
0,0,0,0.13008316
0,0,0,0.15088536
0,0,0,0.11859286
0,0,0,0.08006302
0,0,0,0.18346728
0,0,0,0.15198646
0,0,0,0.20411716
0,0,0,0.10095581
1,1,0,0.21771161
0,0,0,0.23913437
0,0,0,0.06168726
0,0,0,0.044441435
0,0,0,0.15373167
0,0,0,0.09938205
1,1,0,0.19244955
1,1,0,0.26352352
1,1,0,0.13278145
1,1,0,0.13265495
1,1,1,0.70033133
0,0,0,0.11125236
0,0,0,0.07892033
1,1,0,0.19552295
0,0,0,0.094972506
0,0,0,0.055901125
0,0,0,0.1554967
0,0,0,0.16180938
1,1,0,0.10386893
1,1,1,0.6714481
0,0,0,0.088560395
0,0,0,0.13238472
0,0,0,0.14938915
0,0,0,0.09504787
0,0,0,0.11566687
0,0,0,0.071065046
0,0,0,0.06847406
0,0,0,0.049916886
1,1,1,0.77922577
0,0,0,0.0612673
1,1,1,0.80536234
0,0,0,0.08654557
0,0,0,0.061490834
1,1,1,0.73798865
0,0,0,0.18891561
0,0,0,0.2615724
0,0,0,0.07570521
0,0,0,0.09214734
0,0,1,0.6876473
0,0,0,0.13601269
0,0,0,0.15520117
0,0,0,0.07983838
0,0,0,0.12349873
